0
(0.107876 28 7 20 , 0.320112 28 7 18) - (0.0017811 29 5 21 , 0.0999196 29 7 21)
(0.0739801 19 0 18 , 0.325506 19 0 20) - (0.0741389 19 2 16 , 0.223796 19 2 15)
(0.00174715 7 12 7 , 0.379717 7 12 6) - (0.0496194 8 12 6 , 0.172936 8 13 6)
(0.0710702 8 14 14 , 0.339141 9 13 14) - (0.091798 8 14 15 , 0.443326 8 13 15)
(0.0551483 17 23 13 , 0.230744 17 22 14) - (0.053466 19 24 13 , 0.123173 19 22 13)
(0.0426973 14 11 3 , 0.159893 14 10 5) - (0.0761388 14 11 2 , 0.264189 14 11 1)
(0.113254 26 1 3 , 0.14553 27 1 3) - (0.0544954 24 2 4 , 0.281523 23 2 3)
(0.0579436 20 24 5 , 0.290552 20 22 6) - (0.05345 19 25 6 , 0.180946 19 25 8)
(0.073576 10 10 8 , 0.113465 10 9 8) - (0.260958 10 10 8 , 0.269664 10 10 7)
(0.0276567 14 26 22 , 0.284228 14 24 20) - (0.0193469 14 27 21 , 0.328632 14 27 22)
(0.0686749 22 5 9 , 0.224968 22 6 8) - (0.0432134 22 7 9 , 0.220396 21 6 9)
(0.00725053 21 8 8 , 0.110348 23 8 7) - (0.02734 21 8 8 , 0.457555 21 8 7)
(0.0211237 18 20 12 , 0.31023 18 21 11) - (0.0563661 19 20 12 , 0.388746 19 20 14)
(0.074403 16 1 20 , 0.126303 17 1 20) - (0.0809755 17 0 20 , 0.307693 17 2 22)
(0.0486575 11 16 27 , 0.201013 11 18 27) - (0.0586539 11 16 27 , 0.101491 11 16 26)
(0.0445857 27 10 1 , 0.133626 28 9 1) - (0.0966294 27 10 2 , 0.368944 27 10 1)
(0.0789455 6 20 11 , 0.318827 6 19 11) - (0.0775886 6 20 11 , 0.21754 6 19 10)
(0.0726028 26 8 14 , 0.369872 26 8 15) - (0.0159295 26 8 14 , 0.29736 27 9 11)
(0.0342078 21 17 11 , 0.289366 19 17 11) - (0.0942605 19 17 8 , 0.146292 19 16 8)
(0.0578844 6 17 3 , 0.170559 7 17 2) - (0.0487202 6 17 3 , 0.271935 6 18 3)
(0.0266527 3 11 10 , 0.124939 4 11 11) - (0.152342 4 12 12 , 0.203923 3 12 12)
(0.367875 22 6 17 , 0.55566 22 7 17) - (0.0449585 24 6 18 , 0.101922 23 5 18)
(0.0607561 22 5 19 , 0.334208 22 5 21) - (0.0523805 23 5 19 , 0.101922 23 5 18)
(0.155175 13 13 18 , 0.315123 13 12 18) - (0.0985415 11 14 18 , 0.189909 11 14 19)
(0.0499011 18 26 11 , 0.300615 16 25 12) - (0.0519934 18 26 10 , 0.297548 18 25 9)
(0.0367108 7 21 19 , 0.177486 5 21 19) - (0.0247056 6 22 19 , 0.11773 6 23 19)
(0.102187 13 14 15 , 0.117464 13 14 14) - (0.0902421 13 15 15 , 0.265413 13 15 16)
(0.0138046 29 25 6 , 0.265122 29 26 5) - (0.0662853 29 23 9 , 0.624056 29 23 10)
(0.102424 28 6 8 , 0.144666 29 6 8) - (0.0552638 28 6 7 , 0.263639 28 7 6)
(0.0236193 19 28 11 , 0.193204 20 28 11) - (0.0554659 17 27 12 , 0.355116 17 26 12)
(0.102956 4 5 13 , 0.606362 3 5 13) - (0.0182304 4 5 12 , 0.239581 4 6 12)
(0.103152 28 6 6 , 0.39976 28 6 4) - (0.0715969 28 6 5 , 0.214088 27 6 5)
(0.0580866 6 10 10 , 0.226547 5 11 11) - (0.0496483 6 11 9 , 0.130709 7 11 9)
(0.103306 1 19 14 , 0.10652 2 19 14) - (0.0579977 0 19 14 , 0.227027 1 19 14)
(0.134877 15 21 2 , 0.195537 15 21 3) - (0.0170708 14 20 2 , 0.103353 14 21 2)
(0.046173 22 0 14 , 0.171024 22 1 14) - (0.0419339 24 0 14 , 0.113159 22 0 14)
(0.102388 11 10 12 , 0.334003 12 9 12) - (0.0167857 12 9 11 , 0.112648 12 9 12)
(0.0238608 17 13 18 , 0.232403 16 13 21) - (0.0886421 15 15 19 , 0.243824 15 17 18)
(0.0461022 5 17 13 , 0.149977 4 17 13) - (0.0858832 3 17 15 , 0.342904 3 20 14)
(0.0156102 6 11 6 , 0.140805 6 12 3) - (0.0182764 6 11 4 , 0.304049 5 11 4)
(0.0640523 21 20 27 , 0.538996 22 20 27) - (0.0740341 20 21 28 , 0.244831 22 21 28)
(0.158448 5 14 29 , 0.332278 5 16 29) - (0.09871 5 12 29 , 0.104154 5 13 29)
(0.0173042 8 27 22 , 0.30824 8 28 22) - (0.0275859 8 29 20 , 0.387753 6 28 20)
(0.00452497 10 28 24 , 0.429983 12 29 25) - (0.0271999 10 29 24 , 0.226415 9 28 23)
(0.0532098 20 9 2 , 0.104305 20 9 1) - (0.102873 19 10 2 , 0.359825 19 11 2)
(0.104465 18 22 21 , 0.159107 19 22 21) - (0.0698488 18 22 20 , 0.460145 17 22 19)
(0.0644891 24 6 22 , 0.456521 25 5 22) - (0.0568644 23 8 24 , 0.203683 24 7 24)
(0.0362361 8 11 15 , 0.326877 8 10 15) - (0.0283039 7 10 15 , 0.394456 6 10 15)
(0.00784643 5 21 28 , 0.254633 4 19 29) - (0.0660509 4 21 28 , 0.302097 4 18 27)
(0.0436374 6 6 24 , 0.225261 5 8 25) - (0.0107902 9 6 24 , 0.149356 10 7 24)
(0.0316414 12 12 14 , 0.224067 12 10 14) - (0.0307585 12 12 14 , 0.287117 13 13 15)
(0.0745686 1 21 11 , 0.348159 2 23 10) - (0.100751 1 21 10 , 0.286609 1 21 9)
(0.0601762 19 11 7 , 0.10558 18 11 7) - (0.160994 17 11 7 , 0.203381 17 10 7)
(0.10585 15 23 22 , 0.109698 16 23 22) - (0.0648843 15 23 23 , 0.297246 14 23 24)
(0.0457622 8 17 9 , 0.163071 8 16 8) - (0.0634534 8 18 9 , 0.320736 8 19 9)
(0.0539935 4 2 16 , 0.274815 4 2 17) - (0.00677639 5 2 16 , 0.613368 5 2 17)
(0.160704 29 24 11 , 0.581811 28 24 11) - (0.0495878 29 22 10 , 0.106398 29 22 11)
(0.00828396 25 5 7 , 0.228153 22 6 7) - (0.0439162 25 6 9 , 0.218809 23 6 9)
(0.0533429 25 20 6 , 0.279101 23 21 6) - (0.0452888 23 18 4 , 0.106842 23 19 4)
(0.0900654 7 11 26 , 0.364733 7 11 25) - (0.0362523 6 13 25 , 0.107035 6 12 26)
(0.0145263 9 8 24 , 0.338071 10 8 25) - (0.00603257 10 5 26 , 0.149356 10 7 24)
(0.103355 18 12 21 , 0.107511 17 12 21) - (0.167731 18 12 21 , 0.5616 19 12 21)
(0.0444713 0 11 13 , 0.107531 0 11 12) - (0.0435373 0 12 11 , 0.255469 0 12 10)
(0.0718291 0 18 15 , 0.433119 0 18 14) - (0.0785145 0 18 16 , 0.496972 1 17 16)
(0.0861164 4 22 20 , 0.107964 4 22 19) - (0.0707464 3 22 19 , 0.52626 4 21 20)
(0.0482283 1 12 10 , 0.298683 1 13 11) - (0.0169269 0 12 9 , 0.327189 1 11 10)
(0.146482 4 28 18 , 0.325062 4 28 19) - (0.0411893 2 29 19 , 0.108571 3 28 18)
(0.0288157 25 11 29 , 0.289388 26 12 28) - (0.101892 25 9 28 , 0.35364 24 10 28)
(0.161671 27 23 6 , 0.22361 27 24 6) - (0.0393914 27 23 6 , 0.108699 27 23 7)
(0.0527754 22 21 25 , 0.322595 23 21 24) - (0.0285251 22 22 25 , 0.296475 23 21 26)
(0.0897104 3 29 4 , 0.59373 2 29 4) - (0.108867 4 29 4 , 0.219368 4 29 5)
(0.0639222 27 4 29 , 0.436211 26 4 29) - (0.0942647 27 1 29 , 0.109005 27 2 29)
(0.0406995 10 24 16 , 0.324228 10 23 17) - (0.0437508 11 25 19 , 0.274269 10 24 19)
(0.0682511 14 22 5 , 0.191566 13 22 5) - (0.0435509 12 24 5 , 0.109803 11 24 5)
(0.0974545 10 10 13 , 0.31583 9 10 13) - (0.0692476 10 10 13 , 0.109241 10 10 12)
(0.0225417 0 12 20 , 0.486345 0 12 21) - (0.0306927 0 16 21 , 0.24788 0 16 22)
(0.021109 10 15 12 , 0.223043 10 15 11) - (0.029915 9 12 11 , 0.21482 9 12 10)
(0.0832162 1 18 28 , 0.428207 0 18 28) - (0.0351908 1 17 29 , 0.261087 2 18 27)
(0.109447 0 5 6 , 0.302624 0 4 6) - (0.0451088 0 5 5 , 0.304379 0 6 5)
(0.0506975 20 5 28 , 0.454565 20 4 28) - (0.105045 19 7 25 , 0.198094 20 8 25)
(0.101604 14 24 23 , 0.325907 14 24 24) - (0.0446654 16 23 21 , 0.196323 15 23 20)
(0.0191928 11 26 5 , 0.363118 13 26 3) - (0.00743462 15 22 6 , 0.295357 14 22 7)
(0.0672064 21 19 22 , 0.116129 21 19 23) - (0.163874 20 19 24 , 0.344784 18 19 25)
(0.0238204 25 0 0 , 0.381255 25 1 0) - (0.127285 27 0 1 , 0.254379 27 0 0)
(0.110043 1 7 22 , 0.13849 1 6 22) - (0.0656516 2 7 22 , 0.3802 0 5 22)
(0.0348941 24 26 16 , 0.266049 25 25 15) - (0.110066 25 26 16 , 0.133742 25 26 17)
(0.0865824 7 20 29 , 0.188692 6 20 29) - (0.0611644 8 20 29 , 0.32973 7 21 29)
(0.0693127 10 18 13 , 0.399792 8 18 13) - (0.072238 10 16 13 , 0.236491 10 14 13)
(0.0463974 0 5 4 , 0.309186 0 5 3) - (0.0245562 0 3 6 , 0.541258 0 5 6)
(0.0497146 11 6 2 , 0.316993 11 7 2) - (0.0231903 10 4 1 , 0.190585 11 5 1)
(0.110645 7 25 19 , 0.204482 7 26 19) - (0.0977203 7 26 19 , 0.415066 6 25 19)
(0.0712544 16 24 17 , 0.154332 17 24 17) - (0.0693481 17 23 16 , 0.127866 17 22 16)
(0.0694872 19 18 5 , 0.299123 19 19 4) - (0.046856 20 18 5 , 0.292624 20 18 4)
(0.0596589 12 19 25 , 0.255465 12 19 24) - (0.0711388 14 19 23 , 0.310251 13 19 24)
(0.0641034 6 12 11 , 0.203889 6 11 10) - (0.0207424 5 14 11 , 0.123084 6 14 11)
(0.111542 9 23 17 , 0.324228 10 23 17) - (0.0373068 9 22 17 , 0.179381 9 23 17)
(0.038151 11 11 7 , 0.225876 11 12 7) - (0.0729705 14 8 7 , 0.25992 13 8 7)
(0.0510414 21 24 22 , 0.308571 22 23 23) - (0.0944014 21 25 21 , 0.32929 20 25 20)
(0.0155666 27 20 17 , 0.112426 26 20 17) - (0.382966 27 20 17 , 0.401029 27 21 17)
(0.0460014 17 3 22 , 0.307388 18 3 22) - (0.112436 18 3 22 , 0.157266 18 2 22)
(0.0980129 13 3 20 , 0.112456 13 3 21) - (0.406134 13 3 22 , 0.498188 12 3 22)
(0.135918 12 8 12 , 0.255238 11 8 10) - (0.0995396 12 8 12 , 0.112648 12 9 12)
(0.184461 13 9 12 , 0.270715 13 8 12) - (0.0736977 13 9 12 , 0.112648 12 9 12)
(0.0866126 28 14 6 , 0.220716 27 13 6) - (0.0756182 28 14 6 , 0.385587 29 14 6)
(0.0602555 26 5 2 , 0.112829 26 4 2) - (0.158042 26 5 2 , 0.304834 26 5 1)
(0.101221 11 18 15 , 0.197068 11 17 15) - (0.0317651 11 19 15 , 0.190081 12 20 17)
(0.066154 12 5 0 , 0.267554 12 4 4) - (0.0315224 12 7 0 , 0.339111 12 4 0)
(0.0132588 15 17 5 , 0.175483 14 17 4) - (0.0618523 14 15 7 , 0.180023 15 15 7)
(0.237689 7 13 12 , 0.42574 8 13 12) - (0.0293312 7 12 13 , 0.113303 7 13 13)
(0.322628 6 14 13 , 0.358027 5 14 13) - (0.0213831 7 14 13 , 0.113303 7 13 13)
(0.0565602 7 11 13 , 0.275619 8 10 14) - (0.0155746 7 13 12 , 0.113303 7 13 13)
(0.0653731 9 8 8 , 0.115314 11 9 8) - (0.0428221 13 8 9 , 0.365395 12 6 9)
(0.00909218 12 20 6 , 0.293618 11 16 5) - (0.0272269 13 25 4 , 0.372789 12 25 4)
(0.156113 7 4 22 , 0.311679 7 4 23) - (0.0374428 7 4 20 , 0.113509 7 4 21)
(0.0274659 17 26 16 , 0.177484 18 26 15) - (0.0558815 17 26 15 , 0.285538 16 26 15)
(0.0269833 15 26 4 , 0.113627 14 25 4) - (0.213537 15 27 4 , 0.478435 14 27 4)
(0.0798207 3 8 21 , 0.113648 3 8 22) - (0.0478378 1 7 21 , 0.389409 2 7 21)
(0.0920639 18 10 11 , 0.398928 18 10 10) - (0.107721 19 10 11 , 0.469227 19 10 10)
(0.0185351 11 20 20 , 0.259969 9 19 22) - (0.0515987 11 20 22 , 0.22595 12 20 22)
(0.075062 12 13 22 , 0.325401 12 14 22) - (0.0347455 12 14 21 , 0.114741 11 15 20)
(0.0183611 21 7 25 , 0.13965 20 6 25) - (0.010282 26 10 23 , 0.389771 22 11 22)
(0.0406147 2 10 1 , 0.3708 2 13 0) - (0.115054 3 10 1 , 0.172453 3 9 1)
(0.105276 23 14 22 , 0.115275 24 14 22) - (0.125484 23 14 22 , 0.323797 23 15 22)
(0.0439649 12 9 8 , 0.133541 12 7 8) - (0.0151193 9 7 8 , 0.387979 9 7 6)
(0.0754878 4 29 28 , 0.173436 3 29 28) - (0.110379 2 29 27 , 0.190788 3 29 28)
(0.0374725 1 3 2 , 0.336582 2 3 2) - (0.10113 1 2 2 , 0.235786 1 2 3)
(0.0564082 3 1 4 , 0.374258 3 1 5) - (0.0608712 3 0 4 , 0.447034 3 0 3)
(0.0367831 23 27 24 , 0.242186 24 27 24) - (0.0315151 23 28 24 , 0.139617 24 28 24)
(0.0121189 8 20 27 , 0.272044 6 20 26) - (0.0506713 8 19 26 , 0.132816 8 19 24)
(0.00864494 2 17 15 , 0.44633 2 18 15) - (0.0621483 4 16 11 , 0.115717 4 17 11)
(0.0231447 7 23 2 , 0.168728 8 23 2) - (0.0851228 7 24 2 , 0.150701 7 24 3)
(0.0231977 3 25 6 , 0.323146 3 27 6) - (0.0424379 3 26 7 , 0.349495 3 25 7)
(0.0190134 9 24 14 , 0.31942 10 26 13) - (0.0979853 8 22 12 , 0.276831 8 21 12)
